CARBON_DIOXIDE_EMISSIONS_Metric_Ton_CO2e_,X_DIFFERENCE_FROM_NATIONAL_MEDIAN_SOURCE_EUI,X_DIFFERENCE_FROM_NATIONAL_MEDIAN_SITE_EUI,GROSS_BUILDING_FLOOR_AREA_ft_,NUMBER_OF_BUILDINGS,OCCUPANCY,POSTAL_CODE,PROPERTY_TYPE,SITE_ENERGY_USE_INTENSITY_EUI_kBtu_ft_,Source_EUI_kBtu_ft_,TOTAL_WATER_USE_kgal_,YEAR_BUILT
238.2,34.3,34.3,71639,1,100,90057,Multifamily Housing,55.6,95.8,4949.9,1995
95.4,39.5,39.5,25900,1,100,91356,Multifamily Housing,58.7,118.9,1641,1977
64.4,-1.7,-1.7,23828,1,95,91403,Multifamily Housing,41.7,93,1601.5,1987
133,-4.7,-4.7,56960,1,100,90036,Multifamily Housing,38,72,2924.9,1988
737.4,175.8,175.8,80458,2,100,90710,Medical Office,135.9,321.8,2599,1982
102.5,3.8,3.8,35379,1,100,91406,Multifamily Housing,48.4,84,2.4,2010
35,-75.1,-75.1,122498,1,100,91356,Self-Storage Facility,3.8,11.8,119,1995
14.2,76.6,76.6,8500,1,100,90025,Non-Refrigerated Warehouse,23.8,66.6,106.1,1953
1464.2,-37.4,-37.4,113624,1,90,90007,Multifamily Housing,42.5,133.4,19451.1,2010
400.8,8.2,8.2,72539,1,100,90034,Medical Office,70.6,184.3,1075,1979
148.2,-15.9,-15.9,54041,1,95,90036,Multifamily Housing,42.4,89.8,1636,1986
82.2,-30.4,-30.4,107806,0,10,90023,Distribution Center,10.8,30.3,2703.7,2009
177.8,56.6,56.6,48270,1,100,90004,Multifamily Housing,58.7,118.9,3058.4,1973
129.6,-24.2,-24.2,82804,1,95,90066,Multifamily Housing,26.3,44.5,1266.5,1988
489.5,71.5,71.5,123879,1,100,90232,Multifamily Housing,63.3,126,3292.2,2016
695.8,4.5,4.5,192306,1,95,90036,Multifamily Housing,63.7,90.8,8863.7,1951
133.6,91.4,91.4,51874,1,100,90058,Distribution Center,39.5,89.8,326.9,1987
10270.6,-40.7,-40.7,163600,1,60,90014,Data Center,827.8,2599.3,11850.6,1929
32.2,-13.6,-13.6,9354,1,100,90026,Fire Station,47.7,133.3,237.5,1953
1113.2,-23.9,-23.9,375573,1,100,91324,Multifamily Housing,45.7,97.4,21,2013
26.8,-64,-64,25000,1,50,91423,Multifamily Housing,15.2,42.6,1737.8,1955
25.9,-45.7,-45.7,10350,0,0,91601,Multifamily Housing,43.6,64.2,992.2,1990
371.1,-4.8,-4.8,146796,1,100,90066,Multifamily Housing,40.2,78.2,6089.9,1980
285.3,-18.6,-18.6,130929,1,95,91607,Multifamily Housing,34.3,71.9,4332.7,2012
5.3,-90.1,-90.1,27292,1,100,91607,Multifamily Housing,2.8,7.7,999.4,1961
1585.9,-34.7,-34.7,492790,1,85,90014,Office,47.9,119.3,7837.5,1921
2222.4,305.4,305.4,98618,1,95,90048,Medical Office,334.1,791.3,2998.4,1990
155.7,-9.2,-9.2,49557,1,95,90024,Multifamily Housing,49,101.2,3046.1,1987
45.3,-52.3,-52.3,34149,1,100,90016,Other - Education,18.8,52.7,188.5,1948
494.4,-19.4,-19.4,191500,13,95,91335,Multifamily Housing,41.8,77.1,12133.4,1970
246.8,27.4,27.4,108883,1,100,90016,Worship Facility,30.9,90,2329.5,2001
67.1,-2,-2,16784,1,100,90016,Retail Store,56.7,158.9,112.2,1960
1269.4,-30.3,-30.3,237759,1,95,91436,Office,77.5,193.7,7746.8,1986
15.3,-81.6,-81.6,62440,4,100,90058,Distribution Center,3.5,9.7,112.9,1957
120.7,-9.3,-9.3,59139,1,100,90028,Multifamily Housing,32.7,65,1831.2,1947
36.8,-18,-18,12411,1,100,90041,Library,42.1,117.7,276,1981
112.7,-18.2,-18.2,54347,1,100,91311,Multifamily Housing,32.6,68.8,2505.2,1983
78.4,4.9,4.9,20596,1,100,91401,Office,56.5,140.7,369.8,1962
50.2,-62.3,-62.3,74000,1,100,91311,Non-Refrigerated Warehouse,7.8,24.6,781,1977
15.9,-55.2,-55.2,7940,1,0,90025,Fire Station,30,69.2,120.6,2010
105.8,-57.1,-57.1,60286,1,100,90020,Office,24.9,69.8,1137.4,1966
129.9,56.6,56.6,35262,1,100,90020,Multifamily Housing,58.7,118.9,2234.2,1986
3356.3,142.2,142.2,253565,1,100,90012,Office,208.9,435.4,15354.5,1934
630.3,-44,-44,198400,1,95,90014,Other - Mall,45.1,126.3,3287.9,1962
135.5,-12.3,-12.3,27996,1,100,91367,Medical Office,67.5,186.4,795,1992
75.8,-88,-88,106594,1,100,91342,Retail Store,10.4,27.1,4967.8,2001
143.1,-24.7,-24.7,64231,1,100,91040,Multifamily Housing,35.6,68.4,2733.4,1984
53.8,-45.3,-45.3,27006,1,100,90024,Multifamily Housing,35.9,46.3,2148.3,1969
155.2,-16.2,-16.2,58146,1,95,90034,Multifamily Housing,42.5,86.3,1888.1,1964
744.8,215.5,215.5,67518,1,100,91406,Hotel,167.9,389.8,2145.7,1966
69.7,-33.4,-33.4,33179,1,100,90010,Office,29.8,83.5,432.2,1956
138.7,107.3,107.3,29815,1,100,90029,Multifamily Housing,72.4,157.4,535.3,1980
77.4,-18.8,-18.8,42876,1,95,91402,Multifamily Housing,25.6,71.8,4245.9,1965
7.1,-85.2,-85.2,24105,1,100,90025,Multifamily Housing,4.2,11.7,914.6,2000
829.6,-48.6,-48.6,279084,1,55,90024,Office,35.6,104.5,2018.4,1981
363.5,-62.1,-62.1,255967,1,100,91324,Retail Store,18.7,58.8,1179,1971
237.9,-16.1,-16.1,57502,1,95,90025,Office,59,163.3,5099.6,1985
94.4,-15.3,-15.3,30811,3,100,91335,Multifamily Housing,51.2,88.4,3384.9,1978
58.3,-40.5,-40.5,30160,1,80,90045,Office,27.6,76.2,2520.2,1972
962.9,37.6,37.6,231034,1,95,90036,Multifamily Housing,63.7,138.9,9717.2,2010
361.5,426.4,426.4,51623,14,100,90502,Refrigerated Warehouse,99.4,278.4,6948.2,1980
615.6,-22.4,-22.4,55355,1,100,90019,Supermarket/Grocery Store,165.9,407.5,2735.6,1995
1014.2,-15.8,-15.8,495834,1,95,90017,Multifamily Housing,33.5,66.2,9909.4,1949
20.7,-25,-25,24400,1,100,90732,Worship Facility,20.2,38.3,123.7,1950
30,-24.8,-24.8,34500,1,100,91311,Non-Refrigerated Warehouse,12.9,32.1,172.1,1985
1474.1,-33.1,-33.1,332800,1,100,90025,Office,58.4,183.4,9517.4,1986
10.3,-77.3,-77.3,12500,1,100,91402,Library,11.6,32.6,193,1999
3313.5,-14.5,-14.5,664712,1,100,90045,Hotel,80.8,154.9,38675,1990
720.3,-38.8,-38.8,176396,1,85,90064,Office,47.1,147.8,2712.3,1985
2153.2,358.1,358.1,128738,1,100,90089,Laboratory,254,564,4148.2,1951
96.8,53.8,53.8,28616,1,100,90034,Multifamily Housing,53,113,1813.1,1987
172.5,-32.7,-32.7,89925,1,100,90034,Multifamily Housing,33,51.5,4037.2,1962
186.2,-35.4,-35.4,70172,1,90,91311,Office,37.7,105.5,1421.2,2000
88,-5.6,-5.6,33810,1,100,90020,Multifamily Housing,44,73.1,1794.9,1963
142,24.1,24.1,32000,1,100,90038,Office,58.5,183.8,1084.1,1984
834.7,-47.2,-47.2,303047,1,85,90045,Office,36.3,114,3044.1,2001
705.7,-15.1,-15.1,238930,1,95,90026,Multifamily Housing,40.1,93.2,9459.1,2008
17.2,-77.9,-77.9,110684,1,100,91605,Distribution Center,2.1,6.3,63.9,1971
4,-96.1,-96.1,34766,1,100,91401,Multifamily Housing,1.6,4.6,2131.7,1964
62.2,-19.7,-19.7,20064,1,100,90036,Multifamily Housing,50.6,94.9,723.8,1928
16.6,-45.8,-45.8,7940,1,0,90025,Fire Station,33.2,67.7,342.8,2010
32.6,-34.5,-34.5,22146,1,100,90020,Mixed Use Property,20.9,58.5,868.8,1962
290.8,30.8,30.8,60000,1,100,90015,Office,68.8,192.6,2111.8,1999
2456,-2.1,-2.1,726084,2,95,90025,Multifamily Housing,55.4,98.5,41408.4,1961
5.9,-87.2,-87.2,31358,1,100,91601,Multifamily Housing,7.1,20,1044.1,2007
1.3,-96.6,-96.6,28640,1,100,90001,Non-Refrigerated Warehouse,0.6,1.8,64.2,1924
893.6,20.1,20.1,192306,1,95,90036,Multifamily Housing,81.7,114,8175.5,1951
28.6,-89.5,-89.5,115449,5,100,90710,Multifamily Housing,2.9,9,9013.2,1980
114.7,12.6,12.6,74242,1,100,90016,Distribution Center,22.4,59.5,280.7,1960
169.5,-10.5,-10.5,71118,1,100,91403,Multifamily Housing,37.6,78.3,3492.7,1996
167.4,-26.8,-26.8,75535,1,100,90011,Multifamily Housing,35.1,72.4,4681.8,2009
451.2,-55.3,-55.3,131732,1,100,91367,Retail Store,41.8,118.8,3720.8,1998
127.6,39.5,39.5,34648,1,100,91402,Multifamily Housing,58.7,118.9,2195.3,1990
571.2,-47.5,-47.5,163463,1,100,90046,Office,49.1,133.3,1700.6,1989
57.4,-39.3,-39.3,113262,0,0,90502,Distribution Center,5.4,15.1,1092.2,1981
270.9,30.3,30.3,104777,1,100,90048,Multifamily Housing,38,92.1,4003.2,1980
379.7,-59.5,-59.5,196547,1,5,91605,Office,25.9,78.2,392.1,1968
950.3,15.7,15.7,110000,1,100,90010,Office,117.6,343.5,2707.2,1984
416.5,-54.4,-54.4,132974,1,95,91304,Residential Care Facility,46.2,110.9,6830.5,2001
18.3,-64.9,-64.9,50548,1,100,90013,Mixed Use Property,5.1,14.4,973.7,1911
113.1,52,52,24960,1,100,90046,Multifamily Housing,72.5,144.7,1092.2,1928
174.5,19.5,19.5,82557,1,100,90007,Multifamily Housing,31.8,76,1761.4,1979
60.7,-10.2,-10.2,28024,1,95,90025,Multifamily Housing,36.5,61.2,2119.4,1971
175.7,-93,-93,174000,1,80,90014,Mixed Use Property,14.3,40.1,3588,1924
147.2,445.4,445.4,11004,1,100,90011,Other - Recreation,183.1,528.1,816.1,2000
8526.2,-30.3,-30.3,860309,1,100,91367,Hospital (General Medical & Surgical),152.3,327.4,43281.2,1985
518.6,-6.4,-6.4,97001,1,90,90026,Office,77.1,196.2,2532.1,1965
82.1,12.5,12.5,21160,1,100,90021,Refrigerated Warehouse,55.1,154.3,736.1,1962
625.9,54.5,54.5,89649,1,100,91423,Office,92.9,285.7,4426.5,1970
179.4,22.9,22.9,11962,1,100,90005,Supermarket/Grocery Store,213.6,592.8,314.1,1935
19,-82.8,-82.8,37228,0,100,90057,Multifamily Housing,7.2,20.3,2362.8,1998
331.6,-6.2,-6.2,62020,1,100,90045,Office,81.6,178.9,923.1,1980
37.5,-31.7,-31.7,12865,1,100,90008,Office,33.6,105.5,46.8,1956
3507.6,-48.9,-48.9,1118941,1,90,90017,Office,41.3,129.8,10244.5,1990
1449.6,-16.2,-16.2,351511,1,100,90045,Hotel,65.6,133.4,14908.2,1983
2818.2,-17.4,-17.4,530000,1,85,90036,Office,75.7,198.6,9128.2,1944
1864.5,45,45,260053,1,80,90048,Hotel,110.1,249.1,13105,2005
1039.7,2276.4,2276.4,109,1,100,91343,Multifamily Housing,135413.2,379157,2.3,1961
40.1,-85.4,-85.4,25829,1,100,90029,Other - Mall,11.8,32.9,743.6,1981
636.3,22.4,22.4,343495,1,100,90014,Multifamily Housing,27.8,63.8,5421.1,1930
316,-10.5,-10.5,61316,1,100,90028,Strip Mall,73.2,204.8,722.8,2000
15.4,-77.9,-77.9,57294,1,100,90034,Self-Storage Facility,3.7,10.5,60,2016
1130.7,56.6,56.6,306924,1,100,90028,Multifamily Housing,58.7,118.9,19446.7,2009
399.9,-5,-5,132340,2,100,91402,Multifamily Housing,46.5,99.5,2032.2,1978
1080.4,1382.3,1382.3,24531,1,95,90027,Multifamily Housing,625.2,1750.6,1579.9,1964
15.2,-52.4,-52.4,30025,1,100,90016,Distribution Center,7.2,20.1,206.8,1957
863,13.2,13.2,192306,1,95,90036,Multifamily Housing,79.6,107.4,9183.1,1951
960.7,-3.4,-3.4,342600,1,95,90012,Multifamily Housing,42.3,100.6,10999.3,2015
49.2,76.2,76.2,11620,1,100,90062,Other - Recreation,57,170.6,214.7,1999
49.9,-43.1,-43.1,33150,1,95,91403,Multifamily Housing,22.5,54.8,1607.9,1985
43.8,-74.5,-74.5,141060,1,100,90038,Self-Storage Facility,4.5,12.2,128,2000
156.5,-32.4,-32.4,160000,1,100,90502,Distribution Center,12.9,40.5,992.7,1976
138.5,-17.9,-17.9,48600,1,95,90057,Multifamily Housing,50.2,71,1508.6,1915
314.8,46.4,46.4,67656,1,100,90028,Residential Care Facility,72.4,157.4,1214.6,1933
122.9,-17.8,-17.8,65877,1,100,91403,Multifamily Housing,26.9,68.6,2170,2013
25,-16.7,-16.7,10080,1,50,91406,Other,32.7,102.6,118.6,1981
90.5,-21.3,-21.3,58377,1,100,90016,Distribution Center,22.2,60.6,565.5,1985
85.1,39.5,39.5,23103,1,100,91304,Multifamily Housing,58.7,118.9,1463.8,1963
717.8,-15.7,-15.7,317205,1,95,90012,Multifamily Housing,34.2,81.2,8929.7,2015
11.3,-81.6,-81.6,74000,1,100,91304,Retail Store,2.2,6.1,46,1973
33.8,30.8,30.8,22706,1,50,90019,Refrigerated Warehouse,21.2,59.2,183.7,1956
352.9,-8.5,-8.5,120928,5,95,90036,Multifamily Housing,46.2,91.2,3556.9,2005
147.2,9.2,9.2,59270,1,100,90036,Multifamily Housing,39.8,79.2,2556.1,1988
64.3,-7.4,-7.4,26948,1,100,90005,Multifamily Housing,38.9,73.1,1430.6,1924
1393.6,-33.2,-33.2,382696,1,100,90067,Office,48,150.8,5377.3,1962
159.4,56.6,56.6,43264,1,100,90028,Multifamily Housing,58.7,118.9,2741.2,1929
179.9,-12.5,-12.5,60566,1,100,91405,Multifamily Housing,48.8,89.5,3523.3,1985
45.7,-61.7,-61.7,40150,1,95,91352,Multifamily Housing,16.2,45.2,3494.2,1969
159.9,52.5,52.5,30178,1,95,90017,Mixed Use Property,75.2,210.7,1103.3,1932
768.5,-27.3,-27.3,243544,1,85,90024,Office,44.8,125.4,4087.5,1988
68.4,38.6,38.6,13670,1,100,90039,Library,71.1,199,248.3,2009
325.1,156,156,34400,1,100,90061,Police Station,147.1,319.7,1680.1,1990
1643.3,-0.7,-0.7,302800,0,100,90048,Hotel,88.7,165.5,12227,1988
69.4,-60,-60,106400,1,95,90024,Multifamily Housing,10.4,20.8,2358,1972
557.7,155.2,155.2,102399,0,100,90028,Multifamily Housing,75,213.5,1730.2,1961
91.7,-14.3,-14.3,36542,1,100,90045,Office,35.6,99.7,4,1988
101.7,2.6,2.6,19076,1,100,90018,Other - Public Services,94.9,126.3,138.7,1990
387.6,-57.5,-57.5,255211,6,90,90023,Office,20,62.9,2623.7,1911
84.1,-62.1,-62.1,54193,0,95,90006,Multifamily Housing,28.1,35.5,5270.7,1910
321.1,-57,-57,255211,6,90,90023,Office,17.9,50,2456.5,1911
154,56.6,56.6,41792,1,100,90028,Multifamily Housing,58.7,118.9,2647.9,1989
37.4,-53.6,-53.6,30128,1,100,91406,Multifamily Housing,17.6,49.3,3124.6,1986
144.5,-87.9,-87.9,80000,1,40,90021,Food Sales,25.6,71.8,746.5,1925
325.7,25.8,25.8,50220,1,100,90033,Medical Office,101.3,208,172,2014
139.5,19.8,19.8,48500,1,100,90012,Retail Store,40.8,114.3,389.7,1958
40.3,-43.9,-43.9,21992,1,80,90057,Multifamily Housing,29.4,58,707.7,1927
84,-25.4,-25.4,45155,1,100,90020,Multifamily Housing,30.4,56.7,2261.4,1969
91.8,-21.5,-21.5,31778,1,90,91335,Multifamily Housing,48.7,81.5,1884.3,1963
296.3,61.7,61.7,88862,1,95,90027,Multifamily Housing,44,138,3644.5,1972
416.7,393.4,393.4,30289,2,100,90402,Mixed Use Property,220,440.5,2536.2,1939
100.4,39.5,39.5,27262,1,100,91356,Multifamily Housing,58.7,118.9,1727.3,1971
84.1,20.4,20.4,20232,1,95,90028,Multifamily Housing,67,130.9,1491.8,1924
84.7,-32.1,-32.1,45512,1,100,91403,Multifamily Housing,30.1,58,1323.3,1969
171.5,-93.2,-93.2,174000,1,80,90014,Mixed Use Property,14,39.2,3559.7,1924
15477.5,-45.3,-45.3,3607788,1,85,90071,Office,52.2,149,46853.6,1972
156.8,-18,-18,43981,1,100,90068,Office,53.5,129.1,809.4,1975
211.9,26.3,26.3,164130,1,100,90047,Distribution Center,18.3,51.2,1225.3,1924
291.5,-41.8,-41.8,97035,1,100,90036,Medical Office,44.2,112.7,1695.1,1984
14,-38.1,-38.1,25000,1,100,91345,Non-Refrigerated Warehouse,7.9,22.2,371.8,1986
166.2,39.5,39.5,45108,1,100,91403,Multifamily Housing,58.7,118.9,2858,1986
90.5,61.9,61.9,24552,1,100,90048,Multifamily Housing,58.7,118.9,1555.6,1967
65.2,-1.4,-1.4,26736,1,100,90038,Multifamily Housing,40.9,69.9,1419.4,1971
1702.6,78.5,78.5,153627,1,100,91324,Wholesale Club/Supercenter,153.9,429.1,8069,1989
687.3,2.5,2.5,192306,1,95,90036,Multifamily Housing,63,89.1,5371,1951
77,61.9,61.9,20909,1,100,90024,Multifamily Housing,58.7,118.9,1324.8,1986
64.3,-21.8,-21.8,23689,1,100,90049,Multifamily Housing,46.7,72.8,704.7,1959
189.5,-46.1,-46.1,124214,1,95,91604,Multifamily Housing,17.6,55.2,4338.7,1990
7.7,-96.5,-96.5,61836,1,80,90064,Office,1.6,5.2,238.6,1951
62.5,-34.9,-34.9,115541,1,75,90021,Non-Refrigerated Warehouse,7.7,21.5,193.3,1925
346.5,120.9,120.9,69856,1,100,91405,Office,70.4,197.2,938.8,2008
69.1,-32.5,-32.5,23955,1,100,90007,Multifamily Housing,48.5,82.3,2480.3,1962
845,9.5,9.5,192306,1,95,90036,Multifamily Housing,78.4,103.5,9707.5,1951
242.8,-61.6,-61.6,98000,1,100,91606,College/University,33.1,100.9,1065.2,1958
99.4,-67.7,-67.7,58952,1,100,91352,Multifamily Housing,31.8,33.3,4090.3,1988
385.4,195.4,195.4,55160,1,100,90066,Multifamily Housing,107.5,230.4,1065.2,1974
30.5,-46.6,-46.6,19151,1,95,91042,Multifamily Housing,22.7,63.1,1839.5,1987
167.6,-4.3,-4.3,65203,1,95,91406,Multifamily Housing,37.7,92,1356.7,1987
245.6,155.7,155.7,73085,1,100,90045,Distribution Center,47.8,133,334.4,1953
1020.4,-16.4,-16.4,480000,5,95,90004,Multifamily Housing,31.2,80.2,22600.1,1967
519.5,47.3,47.3,97500,1,100,90068,Senior Care Community,80.9,189.2,3959.7,2001
65.7,-12.1,-12.1,27681,1,100,90012,Multifamily Housing,40.1,66.8,1753.9,1925
224.4,2.3,2.3,69872,1,95,90038,Multifamily Housing,53.5,93.5,4325.2,1925
201.1,-14.2,-14.2,82383,1,100,91405,Multifamily Housing,37.1,82.1,3397.7,1985
246.1,875.8,875.8,24000,1,100,90021,Distribution Center,191.2,210.8,28.6,1965
3.5,-85.9,-85.9,24088,1,100,90023,Distribution Center,2.1,5.8,131.7,1959
36.6,-11.6,-11.6,200,1,100,91402,Multifamily Housing,2599.8,7279.4,2.2,1969
738.3,24.3,24.3,183000,1,40,90049,Museum,62.2,139.2,12074.3,1996
88.2,-59.2,-59.2,48503,1,100,91405,Multifamily Housing,33.7,38.3,3203.3,1970
73,-34.3,-34.3,26924,1,100,91405,Multifamily Housing,50.5,56,3730.5,1964
101.6,-9.7,-9.7,44619,1,95,90035,Multifamily Housing,37,70.5,3143.4,1967
278.6,-37.6,-37.6,53368,1,80,91411,Senior Care Community,91.7,131.5,4773.2,1973
179.5,-25.5,-25.5,83178,1,100,91405,Multifamily Housing,35.9,63.2,2547.1,1970
45.2,-79.8,-79.8,44204,1,90,90027,Multifamily Housing,18.4,23.9,3131.3,1955
33.2,-84.3,-84.3,52457,1,100,90008,Multifamily Housing,11.6,13.7,1766.9,2012
3.1,-95.8,-95.8,33911,1,90,91402,Multifamily Housing,1.3,3.6,3116.4,1962
51,-19.6,-19.6,23578,1,95,91607,Multifamily Housing,32.8,76.8,963.6,1962
59.9,-58.2,-58.2,96616,1,100,90710,Non-Refrigerated Warehouse,8.2,25.7,508.4,1975
1149.9,-31.6,-31.6,277716,1,95,90064,Office,54.6,171.4,8141,1989
289.8,28.2,28.2,63233,1,75,90248,Office,60.4,189.8,755.5,1983
166.8,-15.1,-15.1,60900,1,95,90021,Other,46.5,75.8,3233.1,1903
1162.4,35.5,35.5,154568,1,100,90089,College/University,119.3,244.8,19015.1,1952
1564.2,-53.3,-53.3,495825,1,90,91367,Office,42.7,126.6,1905.3,1990
58.1,-21,-21,21010,1,95,90066,Multifamily Housing,48.1,71.8,1110.9,1997
48.5,6.8,6.8,12932,1,100,90731,Fire Station,56.8,133.4,1581,1985
139.9,-48.1,-48.1,234755,3,90,91411,Mixed Use Property,7.9,24.7,1020.8,1983
559.9,-20.4,-20.4,267890,1,100,90014,Multifamily Housing,34.9,60.5,9830.9,1913
126.8,-56,-56,298000,1,100,90502,Distribution Center,6,16.9,1100.4,1997
26.3,-93,-93,126863,8,95,90032,Multifamily Housing,2.9,8.2,12232.7,1966
56.2,-25.8,-25.8,16460,1,100,90047,Fire Station,51.9,114.6,397.8,1989
31.7,-13.6,-13.6,27926,1,100,91311,Non-Refrigerated Warehouse,16.1,45.1,254.2,1967
978.5,32.3,32.3,242972,1,100,91367,Multifamily Housing,64.3,123.7,14284.7,2008
1325.4,-10.6,-10.6,255980,1,100,90024,Hotel,83.3,163.4,10216.6,1990
31.3,-67.4,-67.4,21790,1,100,91423,Multifamily Housing,25.9,33.3,1103.4,1960
31.7,-21.5,-21.5,27745,1,100,91331,Distribution Center,16.2,45.4,211.1,1972
954.5,523.7,523.7,59242,3,100,91352,Other,248.1,556.8,3582,1955
96.5,-11.6,-11.6,26199,1,100,90064,Office,58.7,118.9,1660,1981
823.8,88.5,88.5,93410,1,65,90057,Medical Office,116.3,365.2,4384.6,1990
42.9,-72.9,-72.9,70700,1,100,90015,Multifamily Housing,9.4,21,398.7,1922
11.8,-90.1,-90.1,58136,1,95,91311,Multifamily Housing,2.9,8.1,2339.1,1985
227.1,80.2,80.2,41900,1,95,90028,Multifamily Housing,82.3,192.2,2545.6,1981
141.3,121.4,121.4,15110,1,100,91403,Fire Station,135.1,341.8,441930.2,1975
276.4,17.8,17.8,89436,1,100,91405,Multifamily Housing,48.8,97.1,6511,1987
8.6,-92.6,-92.6,39280,1,95,90744,Multifamily Housing,3.1,8.7,1705.6,1985
59.2,-24.9,-24.9,42000,3,70,90041,Worship Facility,21.4,50.2,3,1960
3,-68.3,-68.3,67033,1,100,91331,Non-Refrigerated Warehouse,9,9,407,2009
96.8,315.5,315.5,9251,1,100,90023,Other - Recreation,145.9,402.3,6096.6,1978
362.9,-16.4,-16.4,145688,1,95,90069,Multifamily Housing,37.6,84.8,4115,1971
3255.9,59.1,59.1,160740,1,100,91304,Medical Office,284.2,773,17395.9,2005
34.5,-34.2,-34.2,23200,1,95,91405,Multifamily Housing,21.4,58,869.5,1962
306.4,-30.3,-30.3,82296,1,95,91364,Office,55.8,135.1,1184.3,1985
4976.3,210.1,210.1,281747,1,80,90017,Office,232.9,731.3,4587.1,1925
336.3,-11,-11,179272,2,100,91352,Non-Refrigerated Warehouse,33,47.1,40.4,1963
22.1,12.7,12.7,8100,1,100,91324,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",36,113.2,69.1,1961
294.4,49,49,53904,1,100,90021,Refrigerated Warehouse,77.5,217.1,12.7,1999
23.9,-80.6,-80.6,102060,1,100,91324,Self-Storage Facility,3.3,9.3,420.4,2004
123.5,-17.2,-17.2,51127,1,100,90020,Multifamily Housing,39.8,72,2393.8,1965
263.8,-63.5,-63.5,122335,1,75,90028,Office,28.4,89.3,2222.2,1923
3.5,-93.6,-93.6,24000,1,100,90021,Other,2,5.7,2872.5,1950
81,-3.4,-3.4,29809,1,100,91306,Multifamily Housing,44.5,82.4,1974.9,1964
95.1,-12.7,-12.7,28170,1,100,91402,Multifamily Housing,57,94.8,2808.9,1959
446.2,-50.3,-50.3,178170,1,100,90038,Refrigerated Warehouse,33,103.7,307.2,1930
1084.7,-42.5,-42.5,486654,1,95,90012,Multifamily Housing,36.6,67.2,20922.8,2007
758.1,-36.2,-36.2,236599,1,45,90502,Office,48.6,113.9,3159.2,1984
1162.2,12.2,12.2,262000,1,95,90036,Multifamily Housing,68.9,143.5,9978.3,1990
70.6,16.3,16.3,22720,1,100,90004,Multifamily Housing,52.3,88.3,2954.1,1928
253.3,-69.5,-69.5,100662,1,100,90041,College/University,39.5,80,3660,2008
29.9,-73.1,-73.1,125785,1,100,90061,Distribution Center,2.7,8.6,92,1974
132.6,14.8,14.8,110000,1,85,90007,Non-Refrigerated Warehouse,15.9,49.9,99.5,2007
5.5,-91.2,-91.2,21196,1,60,90014,Office,3.7,10.2,1,1896
519.5,-51.8,-51.8,182526,1,100,90015,Office,46.8,85.6,982.9,1927
207.7,-38.3,-38.3,94113,12,95,90502,Office,29.1,91.4,2691.8,1981
724.4,371.3,371.3,51686,1,100,91304,Other,184.8,580.3,2642.9,1978
215.2,-29.4,-29.4,104610,3,95,91343,Multifamily Housing,27.1,85.2,7948.1,1970
195.4,-28,-28,112385,1,95,91306,Multifamily Housing,27.9,55.3,6.9,1976
106.6,56.6,56.6,28926,1,100,90026,Multifamily Housing,58.7,118.9,1832.7,2009
255.4,-26.4,-26.4,62545,1,100,90049,Office,60,145.4,1395.9,1963
5.1,-72.3,-72.3,38610,1,100,90058,Non-Refrigerated Warehouse,1.9,5.3,23.7,1935
89.1,-59.2,-59.2,51177,1,95,91335,Multifamily Housing,31.7,39.1,4931.4,1978
130.7,-15.7,-15.7,69943,1,100,90061,Multifamily Housing,30.2,58.5,3251.8,2003
11.1,-92,-92,38680,1,100,90015,Office,4.1,11.5,83.7,1946
79,1.6,1.6,21924,1,85,90045,Office,53.3,133.9,414.6,1962
135.4,199.9,199.9,20100,1,100,91324,Other,95.6,267.7,103.1,1968
191.4,-7.7,-7.7,67704,1,100,91335,Multifamily Housing,44.8,88,4656.6,1984
115.3,-42.5,-42.5,67923,1,100,90023,Multifamily Housing,27,54.9,3.5,2001
780.1,-27.7,-27.7,351341,1,95,90292,Multifamily Housing,36.5,66.9,15222.9,2008
47.4,17.7,17.7,9063,1,100,90033,Fire Station,77.9,181.7,346.4,1987
124,-21.9,-21.9,62962,1,100,90015,Multifamily Housing,31.9,61.5,2362.3,2010
156.5,-22.4,-22.4,37463,1,100,90094,Office,59.3,166,670.6,1950
56.8,-42.4,-42.4,85679,1,90,90066,Self-Storage Facility,8.7,27.4,768.8,2002
21.1,-37.1,-37.1,8615,1,100,90033,Police Station,33.4,97.1,240,1990
1.8,-98.6,-98.6,40433,1,35,90028,Retail Store,0.6,1.7,108.4,1922
107.6,1.7,1.7,26600,1,95,90057,Multifamily Housing,71,102.3,3993.8,1926
59.1,-62,-62,135465,1,80,91311,Self-Storage Facility,5.8,18.1,169.1,1964
1374,-37,-37,335070,1,95,90025,Office,47.3,148.4,2890.5,1984
77.2,-7.8,-7.8,36704,1,100,90020,Multifamily Housing,33.6,67.5,1948.6,1971
163.4,-33.8,-33.8,73456,1,100,90026,Multifamily Housing,36.7,66.5,5453.9,2007
156.3,-4.9,-4.9,63055,0,95,91607,Multifamily Housing,36.5,87.9,2.3,1970
308.2,-17.5,-17.5,121303,1,95,90004,Multifamily Housing,40.5,81.9,4376.1,2004
55.4,-32.1,-32.1,55450,2,45,90031,Worship Facility,14.2,39.7,504.2,2017
7.1,-88.6,-88.6,27867,2,45,91331,Mixed Use Property,4.8,13.3,269.2,1992
